texts,data_labels
[الدوام ينقب الرخام سيدي الوزير المسالة سهلة ومادمت ترضي الله فثق انك ستنتصر],1
[مني الشكروالاحترام و التقدير تبذلونه الطاقم الطبي و الشبه الطبي مجهود يشكر فيذكرسيسجله التاريخ],1
[يعطيك صحيحتك شاء الله وربي يقويك يعاديك],1
[بارك الله سعيك و وقاك الله سيئات مكرو],1
[و يحيق المكر السيء الا باهله],1
[الله يرحم والديك يكون المعدن طيب خوف الرجال كان الله عونكم],1
[ربي يكون عونكم],1
[ومادامكم تخدمو بضمير باذن الله ربي معانا وستفرج قريبا],1
[ربي يباركلك و يحميك  سيدي الوزير  رجل الموقف  احتراماتي  حاسس بتعب الي تمر بيه  انشالله لازمة توفة علا قريب],1
[جيهان بوسعيد نخدموا بعضنا مش بعضنا],1
[يجب الارتقاء بالمنظومة الصحية تونس وتطويرها وإنشاء مستشفيات جامعية متعددة الإختصاصات وتوفير الدواء وبالتالي ضمان أمن صحي للبلاد],1
[الاطباء فقط سيدي الوزير؟ بقية الفريق؟ الممرضون و التقنيون السامون و العملة؟ أليسو ضمن الفريق؟],1
[بارك الله فيك وفي صحتك وبالله تنسوش الجهات الداخلية راهي محرومة أبسط المرافق الصحية و أطباء الاختصاص و أعني ولاية ڨبلي],1
[شكرا سيدي الاحترام والتقدير تقوم لفائدة الشعب والوطن امضي تبالي],1
[وقت اللي تستوي الكفائة و الرجولة  ربي معاك جنرال],1
[الله يوفقك أثبتة للعالم أنك أحسن وزير صحة وأنت شرف لكل تونسي الأخلاق والعمل الله يحميك],1
[لنتفق انا نهضاويا ولن اكون لكن ادخل وبرتاجي المنشور عبارة تن كلمة حق الدكتور عبد اللطيف المكي جنرال وقائد ميداني باتم معنى الكلمةربي يوفقك دكتور],1
[https//mfacebookcom/storyphp?story_fbid=298160378854457&id=100845964711],1
[Chapeau bas bsara7a un brave homme rabi ywf9ik wywfe9 kol tiba wkol framliya wjayech wa3wen lamen wlh tunis lbes mdem fiha 3bed hika],1
[راك قلت انت لامور و الباقي هدرة زايدة مش غالطة سيدي الوزير رب يحفظك و يعينك 💪 و تونس مادام رجال كيفك عاش خانها 😘],1
[يرحم ولديك وربي يفضلك ويحفظك النظيف مخو يبقى نظيف ويتحب الناس اللي يشبهولو],1
[سيشهد التاريخ انك كنت راجل واحنا معاك اول راجل نحبو مالنهظة],1
[احم روحك فقط العدوى ياسر يلصقو الناس يكلموك  وزارة الصحة مهمشة والشعب يعرف   ان شاء الله ربي يحييك بخير وتحسن وتطور],1
[بربي توفير الحماية للبوليسية راهم عندهم عائلات],1
[و الممرضين و التقنيين و بقية أعوان القطاع !!],1
[رجل والرجال قليل أسد المرحله وجنرال بلا منازع دمت محارب النصر وإني أراه قريب],1
[نقرى الكمنترات شيء احزن],1
[الى باش انوحوا ونسبوا العباد],1
[ونجمروا البايت نبنوا بلادنا],1
[ربي يوفقك و يعينك، المسؤوليه صعيبه و الصدق و الأمانة ثروة كبيره],1
[ربي يبارك فيك و يحميك و يحمي تونس و شعبها],1
[سر ثبتك الله وسدد خطاك وبورك فيك وكان عونكهاكذا تكون الشهامة والتواضع والاخلاق والوطنية والرجولة سر فملىء السنابل ينحنين تواضعا والفارغات رؤوسهن شوامخ سر فسيد القوم خادمه 👏👏💪💪🇹🇳🌹],1
[يكن للمرئ مايموت أجله فهو يستحق الحياة],1
[ثقتنا فيك كبيرة كان الله عونك دكتور، و ربي يحمي بلادنا و يرفع عنا البلاء],1
[اعوان الصحة نساء ورجال جنودا تحت امرتك فانت قدوتنا انشاء الله ربي يحميك وايعينك],1
[ربي معاك والشعب معاك فان اصبت فلك اجران وأن تصب فلك اجر],1
[تحية القلب لكافة العاملين قطاع الصحة  ابتداء اعوان النظافة و الحراسة وصولا الاطار الطبي و الشبه طبي و الممرضين  و الوزير  حمل ثقيل  الله يكون عونكم  ✌],1
[جزاك اللٰه ألف خير الرجل المناسب المكان المناسب],1
[CHAPEAU BAS M LE Ministre de la santé tunisienne],1
[الحمد لله لاول مرة العالم العربي نرى وزيرا يعمل ببعض مبادى الجودة الشاملة بعقلية الفريق],1
[esprit de groupe],1
[سيدي الرئيس برتبة وزير عبد اللطيف المكي #يرحم الأميمة اللي جاباتك#❤],1
[ربي يحفظك],1
[شيم الرجال],1
[بالتوفيق شاء الله للجميع والصلاة والسلام أشرف الأنبياء والمرسلين سيدنا محمد وعلى آله وصحبه أجمعين إنك حميد مجيد],1
[بوركت وبارك الله ولكل شرفاء تونس كفاءات صادقة ومخلصة لوطنها ولابناء الوطن],1
[الله يعينك و كافة الإطار الطبي و الشبه الطبياللهم ارفع عنا الأمراض و الأورام و الأسقام],1
[ربي يوفقك سي عبداللطيف و جزاك الله خيرا الدنيا والآخرة],1
[صحيح انت أهل الوفاء والصدق القول والعمل الصارم وفقك الله بالجناح والسعادة آمين يارب العالمين],1
[الاحترام والتقدير دكتور دمت فخرا لهذا الوطن],1
[سي عبد اللطيف انت رجل بالف رجل و احنا معاك ربي يوفقك و ربي يلطف بينا],1
[بارك الله فيك ولك وحفظ أطباءنا سوء],1
[جزاك الله خيرا دكتور وان شاء الله ربي يبارك صحتك],1
[ربي يوفقكم ان شاء الله],1
[ربي يعينك ربي يقويك ربي يوفقك ان شاء الله],1
[الحب والتقدير و الإحترام سيدي الكريم الفاضل، عبد اللطيف المكي],1
[الله المستعان ربي يحميكم خير للبلاد والعباد],1
[انت المعلم واحنا عنك نتكلم وسيشهد التاريخ عالموقف الى قمت بيه انت وجنود الخفاء تونس أطباء جيش ربي يوفقكم والشعب معاكم],1
[الاحترام والتقدير الله معك وربي يوفقك],1
[الاحترام والتقدير ربي يديم عليكم الصحة والعافية ببساطة رجل دولة],1
[كان الله عونكم و ربي يحميكم],1
[ربي يشد صحتك و صحة الجميع ربي يوفقكم],1
[ربي يوفقكم وربي يحفظ تونس],1
[الله يقدركم ويسدد خطاكم انتم المثال الاعلى الوطن جزاكم الله خير],1
[كنت ننتظر الرد العقلاني و الرصين مثل هذا],1
[وفقك الله وشكرا لكل المجهودات تبذلها اجل تونسنعم الدكتور ونعم الوزير ],1
[الله يحفظك],1
[وفقكم الله دكتور و ربي يبارك فيكم],1
[ربي اوفقكم خير البلاد واشدلكم صحة بدنكم],1
[ربي يحميكم سوء],1
[الله المستعان],1
[ربي معاك وربي يحميك],1
[وربي يحمي بلادنا وشعبنا ],1
[اكن الاحترام والتقدير انشالله ربي يوفقك],1
[دمت ذخرا لهذا الوطن دكتور بارك الله فيك وجزاك الله خيرا],1
[بارك الله فيك وسدد خطاكم خير البلاد],1
[شاء الله ربي يوفقكم ويحفظكم],1
[ربي يوفقك ويا جبل يهزك ريح إخدم ربي معاك وربي يلطف بينا وبيك],1
[كان الله عون العبد دام العبد عون اخيه ربي يعونكم شاء الله],1
[كان الله العون ربي يوفق],1
[الإحترام والتقدير حفظك الله وبارك فيك],1
